"","NFE","NFE_2","ED0","ED0_2","ED1","ED1_2","ED2","ED2_2","ED6","ED6_2","ED13","ED13_2","N1","N1_2","N3","N3_2","N5","N5_2","N6","N6_2","Adult","Adult_2"
"Bger_04394",557,305,181,353,194,359,512,417,251,86,282,146,115,63,81,97,30,90,37,62,58,50
"Bger_04396",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"Bger_04397",29,24,17,51,10,19,15,22,7,10,1,3,361,279,0,1,43,237,22,3,864,573
"Bger_04399",2,2,0,1,1,0,0,0,0,1,4,2,0,1,4,0,1,1,0,0,0,1
"Bger_04398",528,587,322,807,75,331,43,124,21,6,46,17,12,8,11,14,18,31,14,13,27,16
"Bger_27901",19,16,15,16,4,8,0,0,0,0,2,0,0,3,0,0,0,0,0,0,1,0
"Bger_27900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_27394",3,6,1,9,1,6,10,6,8,5,33,11,6,5,7,6,5,11,10,13,7,11
"Bger_27563",19,37,5,39,4,26,10,28,15,28,67,70,30,20,18,28,12,13,16,5,6,6
"Bger_20860",13,6,3,11,21,8,7,16,31,31,179,92,660,640,115,256,177,360,134,153,821,600
"Bger_20861",7,5,2,12,20,7,4,9,12,11,18,11,485,493,76,180,116,209,64,101,555,427
"Bger_20859",25,11,0,3,2,2,18,14,59,54,516,389,264,244,132,244,110,302,151,158,465,311
"Bger_20856",0,0,0,0,0,0,1,0,15,53,234,183,6,6,28,62,19,44,32,18,2,5
"Bger_20858",12,4,0,0,0,1,6,5,81,59,45,55,79,63,10,19,10,53,16,13,236,125
"Bger_20855",9,6,0,0,3,0,12,3,157,202,500,585,114,150,47,104,25,116,51,27,95,78
"Bger_20857",1,0,0,0,0,1,0,0,2,2,9,14,3,2,3,7,0,49,7,6,15,14
"Bger_26567",11,0,0,0,1,0,4,6,2,1,3,1,0,0,0,0,0,0,0,0,0,0
"Bger_26565",1,3,2,2,0,1,0,3,1,1,1,0,0,0,0,3,0,0,0,0,0,0
"Bger_26566",0,0,0,0,2,0,0,4,0,1,0,0,0,2,0,0,0,0,0,0,4,2
"Bger_28163",1,0,0,0,0,3,0,4,2,0,2,2,0,0,0,0,0,2,0,0,1,0
"Bger_24116",384,595,254,858,298,740,678,1030,114,43,77,64,177,98,39,68,25,48,30,35,40,22
"Bger_24113",3,10,1,7,0,5,3,5,19,18,30,31,16,5,10,9,2,4,3,3,4,1
"Bger_24112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_24115",952,596,563,851,303,473,865,563,491,149,354,96,245,139,122,172,63,169,95,49,94,76
"Bger_24114",127,135,70,192,34,111,33,51,23,5,30,18,5,6,6,28,0,8,8,9,4,5
"Bger_24111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_28289",0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
"Bger_25638",0,0,0,1,0,0,2,3,0,2,4,0,0,1,1,0,0,0,0,0,0,0
"Bger_25640",58,93,9,109,4,63,37,44,44,30,41,41,31,35,32,42,7,34,16,29,19,24
"Bger_25641",55,66,5,82,7,33,35,30,29,16,35,29,20,23,15,37,7,26,10,13,14,12
"Bger_25639",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"Bger_25642",2831,254,247,479,781,664,783,541,329,25,74,92,220,228,54,94,22,119,18,28,19,57
"Bger_27308",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_27309",65,61,23,100,5,42,0,10,0,0,0,0,0,0,0,1,1,5,0,2,2,0
"Bger_27310",189,80,60,105,8,41,0,9,5,5,58,27,62,26,68,63,25,119,48,84,67,45
"Bger_09893",1419,1133,1137,1356,190,575,294,365,370,201,675,411,209,123,198,247,134,268,187,171,201,168
"Bger_09898",496,781,349,1030,258,1024,650,1196,261,229,398,405,151,132,155,176,83,167,125,128,139,97
"Bger_09896",49,86,6,97,10,58,60,45,72,29,101,64,36,32,26,49,14,47,37,33,34,30
"Bger_09897",176,225,34,270,43,156,208,408,195,176,543,673,161,176,153,282,97,230,177,165,183,100
"Bger_09895",134,238,21,176,13,94,79,81,183,104,253,148,80,65,68,122,33,90,71,61,81,85
"Bger_09892",222,164,138,229,68,171,87,45,12,13,43,9,18,23,13,23,3,12,5,7,4,3
"Bger_09894",519,607,140,744,73,483,294,612,463,594,515,393,289,182,183,257,112,243,203,151,237,196
"Bger_09899",0,0,0,0,0,0,0,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0
"Bger_09901",0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0
"Bger_09900",1774,1443,742,2009,211,879,341,456,294,110,349,215,162,115,114,151,67,143,80,99,147,108
"Bger_09902",524,403,300,599,96,284,292,238,528,229,288,140,72,87,101,123,36,107,59,70,74,72
"Bger_09904",19,16,4,2,3,13,23,15,21,13,74,46,7,2,16,22,8,12,18,8,9,4
"Bger_09905",0,2,0,0,0,0,2,10,14,10,26,14,6,1,13,10,1,10,4,5,3,3
"Bger_09910",27,10,1,1,0,7,70,25,34,6,121,41,19,12,17,21,5,17,9,13,17,5
"Bger_09906",0,0,0,0,0,0,0,1,7,3,14,8,4,0,9,1,0,5,0,2,0,1
"Bger_09909",9,0,0,0,0,1,12,8,15,3,20,4,2,3,4,2,1,3,1,1,3,3
"Bger_09911",0,0,0,0,0,0,0,2,2,1,4,2,0,0,0,0,1,0,0,0,0,1
"Bger_09903",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_09908",226,207,160,493,43,233,68,112,59,27,103,62,30,40,27,40,17,37,24,29,35,33
"Bger_09907",1,0,0,0,2,0,11,1,19,4,43,16,4,3,9,7,2,7,3,8,1,5
"Bger_09913",102,68,67,89,12,71,25,25,49,15,77,32,8,9,34,66,15,25,13,13,9,11
"Bger_09912",110,74,63,61,17,58,20,39,43,20,93,44,23,15,39,62,12,33,12,17,16,11
"Bger_28484",1,1,0,3,0,5,0,9,1,5,0,1,0,0,0,0,0,0,0,0,0,0
"Bger_24687",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Bger_24690",733,479,227,668,209,745,350,346,396,245,540,547,524,312,392,403,307,406,384,295,287,265
"Bger_24688",84,155,14,255,18,165,257,534,156,117,259,236,76,56,60,130,25,77,34,62,64,53
"Bger_24689",130,50,26,46,13,19,22,17,120,43,300,102,127,71,82,149,51,127,99,42,50,27
"Bger_05199",22,29,3,17,3,15,37,23,33,17,41,24,15,42,22,54,9,33,11,29,7,22
"Bger_05203",1538,538,194,367,51,143,29,48,65,32,240,87,58,49,60,75,38,98,60,74,67,51
"Bger_05205",119,59,87,187,45,124,130,111,85,28,104,74,24,28,25,47,13,38,21,22,26,8
"Bger_05197",1873,1155,1473,1599,204,478,110,235,155,63,384,167,122,72,83,92,48,102,64,94,85,69
"Bger_05200",711,485,342,659,97,253,406,388,164,85,260,194,39,29,56,67,25,70,37,51,45,32
"Bger_05207",106,46,3,21,26,60,111,67,162,44,433,170,108,106,82,185,31,131,74,77,86,66
"Bger_05196",216,168,162,229,15,60,22,48,20,12,55,38,20,12,20,17,5,10,23,21,27,19
"Bger_05198",1159,1427,621,1835,425,960,872,1177,147,52,124,91,90,68,43,53,22,72,27,43,37,39
"Bger_05202",2,1,1,1,0,0,0,0,1,1,0,4,2,1,0,2,1,1,0,3,0,0
"Bger_05206",284,307,168,306,84,221,140,163,34,35,55,68,21,20,16,21,10,21,22,13,21,18
"Bger_05204",60,43,32,130,16,53,31,50,9,4,13,18,8,5,4,9,3,12,5,8,10,4
"Bger_05201",539,167,34,70,9,35,43,41,80,53,249,110,98,70,124,166,72,204,120,147,182,96
"Bger_05208",91,141,53,139,13,70,31,41,22,6,40,41,8,10,8,19,6,16,7,12,6,4
"Bger_05221",1,0,0,0,0,0,1,0,0,0,0,1,0,0,23,23,1,2,3,3,0,0
"Bger_05220",0,0,1,0,0,0,1,0,0,0,0,0,0,0,15,25,0,1,2,4,0,1
"Bger_05217",12,2,2,3,1,6,3,2,3,2,38,20,10,9,238,274,27,55,54,47,16,4
"Bger_05224",0,0,0,0,0,1,0,2,8,0,46,25,0,0,161,154,7,44,24,27,0,1
"Bger_05218",8,2,0,0,0,0,0,0,0,0,11,12,2,8,120,123,1,48,14,14,5,4
"Bger_05212",4,6,0,1,0,0,0,2,0,0,20,2,2,0,44,27,2,10,10,5,1,0
"Bger_05215",0,0,0,0,0,1,0,0,2,2,30,11,0,0,19,34,1,10,11,8,0,0
"Bger_05216",0,0,0,0,0,0,0,0,2,1,46,26,3,2,170,110,8,48,63,38,15,21
"Bger_05213",2,13,1,15,2,7,2,0,0,0,0,1,0,0,17,11,2,3,4,3,0,1
"Bger_05223",0,0,0,0,0,0,0,0,6,3,7,4,0,2,11,6,3,5,1,4,2,1
"Bger_05219",0,0,0,0,0,0,2,0,0,0,1,6,0,1,79,89,2,24,15,10,0,0
"Bger_05214",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,3,1,1
"Bger_05222",1,0,0,0,0,0,1,0,0,0,1,2,1,0,5,21,1,6,6,4,0,0
"Bger_05211",0,0,1,0,0,1,0,1,0,1,3,0,0,0,3,4,2,2,2,2,1,0
"Bger_05210",16,44,9,62,8,35,29,33,14,9,20,12,10,3,15,16,2,4,7,6,13,5
"Bger_05209",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_27211",50,71,9,49,6,57,64,58,76,45,135,86,34,20,23,25,15,38,20,25,23,19
"Bger_27210",54,53,25,60,15,46,44,37,57,38,120,65,21,13,13,22,14,23,14,20,15,11
"Bger_27711",5,9,0,6,0,6,0,0,2,4,10,1,7,9,7,3,1,2,3,1,2,3
"Bger_27710",5,9,0,6,0,6,0,0,3,4,10,1,7,9,7,4,1,2,3,1,1,3
"Bger_14336",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Bger_14337",0,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_14335",0,0,0,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
"Bger_14333",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_14338",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_14334",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_14332",0,7,0,1,4,3,3,6,5,3,7,5,3,1,2,2,0,1,2,2,0,1
"Bger_14342",148,39,0,2,0,2,7,5,14,3,142,82,108,53,117,155,79,272,160,208,284,201
"Bger_14340",13,5,6,6,0,5,0,1,1,2,7,7,89,94,5,13,23,38,19,9,7,2
"Bger_14344",8,5,0,8,0,2,3,1,2,1,5,4,0,1,3,1,1,1,2,0,1,2
"Bger_14343",2,1,0,0,0,0,0,0,0,0,18,7,7,4,8,7,5,18,6,12,27,16
"Bger_14346",246,450,248,469,51,293,27,79,13,20,30,33,12,8,17,17,12,10,17,13,14,16
"Bger_14339",18,7,4,9,28,39,87,65,17,13,48,11,12,5,23,17,8,11,14,13,5,10
"Bger_14347",40,152,24,195,8,83,3,26,2,3,7,7,3,4,8,1,3,1,9,7,7,5
"Bger_14341",7,3,3,5,0,4,0,0,0,1,2,2,60,48,3,8,19,22,12,7,5,2
"Bger_14345",37,17,2,5,2,5,39,15,2679,588,274,186,33,16,76,117,41,87,43,56,77,38
"Bger_14349",32,12,0,1,4,5,30,23,48,41,140,105,44,25,44,66,23,54,39,65,51,46
"Bger_14348",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_14351",68,155,32,238,10,113,34,47,54,48,67,67,16,14,24,23,11,27,28,23,37,23
"Bger_14350",36,82,27,115,9,61,3,14,3,3,7,6,3,4,6,1,2,1,7,6,6,5
"Bger_14353",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Bger_14352",708,805,418,1104,150,719,109,220,91,37,104,60,46,28,34,51,37,48,36,28,57,42
"Bger_28198",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"Bger_19287",1456,790,1499,1540,549,1605,76,249,47,28,147,69,29,32,29,33,35,59,33,32,36,23
"Bger_19285",67,85,37,91,13,40,1,12,12,18,106,65,38,27,15,6,7,11,2,3,1,2
"Bger_19286",11,14,5,26,1,18,2,4,10,4,54,24,14,7,5,3,3,3,3,5,1,0
"Bger_19288",5,6,4,21,2,5,0,4,26,17,181,92,43,33,29,27,15,24,21,7,8,2
"Bger_19290",0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Bger_19291",646,505,296,601,97,265,73,103,111,47,113,42,121,80,61,52,24,41,27,28,59,42
"Bger_19289",36,34,20,27,2,18,2,5,4,3,104,51,50,28,171,171,116,110,255,73,44,36
"Bger_17907",0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
"Bger_17906",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_17912",0,4,0,3,0,6,0,0,0,1,0,3,0,7,1,0,0,1,1,0,1,0
"Bger_17908",0,1,0,1,0,0,0,0,1,0,4,1,1,0,0,1,1,0,3,0,0,0
"Bger_17917",0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,1,1,0,2,0,0,0
"Bger_17909",1,0,0,1,0,2,3,2,2,0,4,3,1,1,1,0,1,0,1,1,3,1
"Bger_17910",1,0,0,1,0,0,0,0,0,0,1,4,1,0,0,0,0,2,0,0,0,1
"Bger_17911",0,0,0,1,0,0,0,0,1,0,0,4,2,4,2,3,0,2,0,0,2,4
"Bger_17913",0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Bger_17915",0,0,0,0,1,0,0,2,1,1,7,3,9,10,2,4,0,4,1,0,3,1
"Bger_17918",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_17914",18,47,2,30,1,8,8,4,459,690,18,11,100,109,214,316,29,120,80,142,66,25
"Bger_17916",2,3,0,1,1,3,2,4,0,0,15,15,58,88,7,8,3,12,3,1,38,22
"Bger_27502",3,2,1,5,0,4,7,2,1,6,10,2,2,3,1,1,0,2,0,1,1,0
"Bger_23658",828,646,868,938,424,841,659,595,304,141,392,214,502,314,246,223,159,347,196,158,2963,2407
"Bger_23659",49,34,28,82,16,72,92,74,59,22,105,67,51,52,22,51,7,42,17,18,31,10
"Bger_23660",2,2,2,4,0,4,1,4,0,0,6,3,1,0,0,1,1,0,1,1,0,1
"Bger_27995",0,0,0,0,0,0,1,0,1,0,2,1,0,0,1,1,0,0,0,1,0,1
"Bger_28342",3,0,0,1,0,0,0,1,0,1,1,1,32,18,1,1,0,4,2,2,7,1
"Bger_17894",0,2,0,1,1,1,7,8,1,4,2,0,0,0,3,1,0,0,1,0,0,0
"Bger_17895",141,140,173,218,90,281,41,57,4,2,29,11,4,5,3,5,7,14,3,10,13,6
"Bger_17896",17,2,2,5,3,7,56,42,12,7,70,39,8,6,7,5,3,5,8,8,10,2
"Bger_17897",421,618,351,872,183,930,66,214,18,16,60,52,38,19,17,22,31,31,38,43,36,31
"Bger_17898",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_17899",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Bger_17900",696,740,398,999,525,1124,1390,2354,724,434,1170,681,486,330,308,402,262,367,346,317,360,281
"Bger_17905",250,159,202,373,107,242,403,350,179,76,201,108,67,56,58,75,36,93,54,36,47,42
"Bger_17904",0,0,0,0,0,2,4,4,0,0,2,3,2,2,0,0,0,0,1,0,1,0
"Bger_17901",27,42,8,43,6,57,71,78,32,12,269,88,66,40,49,69,55,70,52,20,27,27
"Bger_17902",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_17903",1,0,0,0,0,1,5,5,3,1,2,4,3,2,0,2,1,1,0,3,2,0
"Bger_20594",1038,1007,575,934,60,239,69,111,190,144,178,88,45,20,30,42,19,32,36,47,32,31
"Bger_20593",526,521,346,549,46,140,41,57,6,3,27,6,5,4,9,10,7,13,8,4,11,8
"Bger_20595",87,126,22,135,4,36,2,25,11,16,22,10,4,1,6,3,3,6,4,2,6,1
"Bger_20596",0,0,0,0,0,0,2,0,4,2,0,6,0,0,0,0,0,0,0,0,0,0
"Bger_20599",1,2,0,0,3,7,3,2,6,0,13,6,4,1,1,2,4,2,0,1,0,1
"Bger_20601",0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0
"Bger_20597",1,0,0,0,0,0,2,2,6,5,1,0,0,1,0,1,0,0,0,0,1,0
"Bger_20598",503,715,150,731,109,399,506,660,303,175,274,311,92,78,76,120,44,93,74,64,87,66
"Bger_20600",645,642,218,583,174,474,327,269,1890,2121,800,974,318,346,359,409,154,341,250,223,433,343
"Bger_22624",453,398,313,627,76,306,138,144,175,51,135,77,48,28,27,71,14,53,24,19,44,19
"Bger_22627",883,621,611,806,154,431,208,180,81,30,80,43,39,26,40,44,24,32,26,20,40,25
"Bger_22620",112,74,59,174,17,72,135,121,135,42,107,105,18,25,17,40,17,23,14,16,18,15
"Bger_22623",0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_22626",252,187,102,428,40,175,46,97,12,7,53,34,13,6,18,9,13,9,12,11,11,11
"Bger_22621",0,0,0,0,0,1,9,1,3,4,19,5,7,1,3,2,3,4,1,3,2,3
"Bger_22622",305,297,110,320,40,140,160,122,148,69,181,99,48,44,41,54,23,57,32,45,66,50
"Bger_22619",322,365,145,493,218,429,798,1274,214,219,276,429,100,129,145,134,44,122,114,113,124,133
"Bger_22625",0,3,0,1,0,0,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0
"Bger_21263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_21264",4,0,0,0,1,3,5,1,2,1,15,13,5,3,4,3,1,4,2,2,5,2
"Bger_21265",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Bger_21267",0,0,0,0,0,2,1,8,3,0,5,7,4,1,2,2,0,5,1,2,6,1
"Bger_21266",435,402,261,541,59,186,315,315,140,127,1852,790,397,236,1024,1175,703,626,992,226,105,114
"Bger_21268",0,0,0,0,0,0,0,0,0,0,14,4,2,0,1,1,0,0,0,0,1,0
"Bger_21270",18,20,3,12,5,8,7,11,10,1,33,11,27,18,8,3,2,4,3,5,2,1
"Bger_21271",3,7,1,6,2,1,4,3,2,0,23,8,6,9,6,2,0,3,3,6,3,1
"Bger_21269",0,0,0,0,0,0,0,0,0,0,15,4,3,1,0,1,0,0,0,0,1,0
"Bger_18407",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Bger_18406",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Bger_18405",127,170,74,231,21,62,56,65,49,20,87,65,16,6,19,20,17,29,14,22,17,8
"Bger_18408",4,8,0,2,3,7,7,13,10,9,101,207,97,94,241,194,139,146,188,121,98,109
"Bger_18411",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_18415",41,42,32,49,13,22,13,22,12,4,20,10,6,2,4,8,2,9,7,5,3,4
"Bger_18410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_18409",37,48,10,66,2,11,0,3,0,2,0,1,2,0,0,0,0,1,0,1,1,1
"Bger_18413",2,1,0,0,0,0,0,0,1,1,13,8,116,116,88,71,41,72,45,35,296,245
"Bger_18414",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0
"Bger_18412",11,2,2,2,0,4,6,11,4,1,4,17,3,3,0,4,2,2,0,3,3,1
"Bger_26770",0,1,0,4,0,4,0,4,1,0,0,1,2,2,0,0,0,0,0,0,1,1
"Bger_26771",1,1,0,0,0,3,1,1,0,2,2,1,1,2,3,1,1,1,0,0,0,0
"Bger_27253",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Bger_27256",2,0,0,0,0,0,1,2,10,4,64,29,1,1,6,10,10,11,10,2,1,0
"Bger_27254",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_27255",8,1,0,0,0,0,0,0,42,28,167,121,31,13,44,67,48,40,66,36,3,9
"Bger_26734",10,35,5,28,1,12,1,2,0,2,41,39,24,10,6,11,12,6,7,8,1,3
"Bger_26735",14,24,6,24,2,8,3,9,0,9,125,142,96,57,72,68,71,23,67,20,7,12
"Bger_17097",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_17096",27,40,17,38,9,23,59,51,70,36,256,140,87,59,79,78,25,65,44,37,84,74
"Bger_17098",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_17099",717,419,1,3,8,5,12,30,17,28,44,16,252,192,100,86,37,51,68,61,76,75
"Bger_17104",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_17100",2894,1418,800,1673,336,1247,818,793,663,247,885,426,426,319,269,370,152,344,201,221,312,222
"Bger_17103",451,413,273,821,200,677,429,600,170,73,261,156,108,73,76,99,27,78,75,49,100,64
"Bger_17101",0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0
"Bger_17102",454,504,228,641,89,506,144,306,131,92,212,132,107,73,106,90,78,118,70,78,165,143
"Bger_17105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_11042",112,133,36,121,15,41,3,9,2,3,2,3,1,2,2,2,3,5,1,1,1,2
"Bger_11043",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_11040",3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
"Bger_11041",775,934,367,895,80,271,10,70,31,4,52,26,96,63,67,104,27,111,40,70,72,42
"Bger_11044",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_11045",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_11049",2,0,0,0,0,2,0,1,43,51,23,31,80,142,76,74,48,202,84,53,659,493
"Bger_11047",15,8,2,18,2,5,27,24,201,254,139,148,36,37,59,63,16,64,45,47,79,52
"Bger_11053",2,2,1,7,0,2,0,0,0,4,77,30,52,41,31,63,21,32,18,10,9,7
"Bger_11052",21,10,18,20,3,6,8,6,10,3,4,4,3,1,0,3,0,1,4,1,2,1
"Bger_11050",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Bger_11054",334,186,87,243,276,503,959,750,687,319,726,617,311,235,364,474,74,174,156,124,66,29
"Bger_11046",135,210,58,287,11,106,82,113,83,34,62,92,17,13,8,23,15,31,17,27,21,13
"Bger_11048",272,390,43,539,74,349,584,721,661,479,800,608,151,170,214,314,108,217,144,173,257,200
"Bger_11051",20,39,7,46,2,8,1,6,10,7,12,6,1,4,5,4,3,11,4,2,5,3
"Bger_11055",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_11059",1,1,0,0,0,0,2,1,2,0,28,8,15,7,18,16,14,7,18,9,4,2
"Bger_11058",265,165,78,140,22,59,195,147,196,179,2124,818,899,553,1102,1090,764,795,831,592,279,230
"Bger_11057",334,301,246,363,18,65,6,35,56,19,74,18,51,41,26,48,16,36,30,24,42,22
"Bger_11056",169,151,65,203,14,52,57,60,34,15,96,55,13,13,14,27,16,23,16,16,37,32
"Bger_16149",1,1,0,0,0,0,0,6,13,1,35,19,3,6,8,8,1,6,5,0,3,4
"Bger_16147",0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
"Bger_16148",157,394,46,297,54,265,101,235,42,78,50,134,41,36,43,46,18,40,28,25,24,29
"Bger_16150",97,137,30,180,10,104,36,52,32,34,86,65,37,29,58,28,16,28,27,20,23,22
"Bger_16152",1241,922,1006,1859,481,1580,345,368,334,74,327,153,194,222,132,176,53,207,91,98,151,125
"Bger_16151",0,6,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Bger_16157",194,339,100,638,190,843,917,1679,452,339,319,426,217,216,248,273,138,230,170,142,227,132
"Bger_16159",338,222,205,436,48,162,19,38,13,9,21,4,5,6,5,8,4,14,4,5,9,3
"Bger_16155",4,3,3,7,1,11,6,4,4,3,11,1,0,0,1,0,0,2,0,0,0,0
"Bger_16153",699,628,320,1425,281,1140,256,425,131,56,171,127,77,51,58,83,21,62,56,43,42,39
"Bger_16158",1324,1104,402,1130,91,370,220,239,268,128,327,201,137,121,163,242,69,158,125,105,126,94
"Bger_16154",0,5,2,0,2,1,4,2,6,3,8,0,0,1,0,1,1,1,0,1,0,0
"Bger_16156",88,66,56,109,16,58,20,26,8,2,9,7,0,2,2,2,2,5,1,4,3,3
"Bger_28239",19,14,1,7,3,6,35,19,149,29,130,85,24,12,37,72,5,14,20,19,8,10
"Bger_27057",0,3,0,0,0,1,1,5,2,0,1,0,1,1,1,1,1,1,0,0,0,0
"Bger_27056",0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Bger_27458",146,251,67,160,18,52,18,20,8,5,19,12,22,13,16,16,14,12,17,14,21,13
"Bger_27459",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Bger_27748",0,0,2,3,0,10,3,4,4,14,56,81,64,51,22,24,6,1,5,3,1,4
"Bger_27747",0,0,0,3,0,2,0,3,0,2,9,18,8,4,3,5,2,0,1,2,1,1
"Bger_19353",287,275,153,401,104,299,181,174,49,19,58,35,21,14,10,17,5,17,13,10,16,14
"Bger_19352",0,0,0,0,1,0,1,2,0,0,0,1,0,0,1,2,0,0,0,0,0,1
"Bger_19354",0,0,0,1,0,1,2,5,1,2,7,4,0,0,0,0,0,0,1,0,1,1
"Bger_19355",0,3,0,1,0,0,0,3,5,0,1,2,1,0,0,0,0,0,0,0,0,1
"Bger_19349",1105,998,583,1270,133,466,64,129,220,68,567,229,201,142,123,166,74,181,106,150,155,129
"Bger_19351",227,182,227,340,37,114,48,67,61,31,81,29,32,20,23,27,3,29,15,14,16,12
"Bger_19350",3500,3038,2126,3826,277,1229,20,359,66,15,29,45,1,0,109,121,145,319,156,277,230,176
"Bger_19356",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Bger_14406",658,463,291,573,130,320,430,364,140,42,143,92,324,280,59,93,26,122,63,60,274,200
"Bger_14411",16,3,0,1,3,2,1,1,22,12,52,47,160,125,52,52,36,115,57,43,299,190
"Bger_14405",941,805,497,1012,187,551,389,458,84,53,106,73,18,27,34,56,14,53,23,53,40,30
"Bger_14407",24,18,10,10,3,12,9,23,16,10,61,25,300,258,35,51,18,61,45,32,255,193
"Bger_14413",104,190,27,151,11,107,48,35,130,202,340,522,311,280,150,128,114,291,253,226,1104,850
